!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592091&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Achter,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595918&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Cole,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=628338&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Guillermo Heredia,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,457,105,15,10,0,27,4,0,4,.333,.486,.152,.361
,,,Sinker,235,63,4,9,0,14,4,0,0,.286,.349,.064,.305
,,,Change,216,49,14,4,0,7,3,0,0,.204,.265,.061,.286
,,,Slider,148,36,9,1,2,5,0,0,1,.167,.250,.083,.192
,,,Curve,86,17,5,2,1,2,2,0,0,.235,.353,.118,.333
,,,Cutter,50,11,1,0,0,1,1,0,1,.273,.636,.364,.222
,,,Split,4,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=534576&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Gus Schlosser,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=573349&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hak-Ju Lee,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,20,7,1,0,0,2,0,0,0,.286,.286,.000,.333
,,,Sinker,18,4,1,2,0,1,0,0,0,.250,.250,.000,.333
,,,Change,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,11,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=425565&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Guillermo Quiroz,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,127,32,5,3,0,2,3,0,1,.188,.375,.188,.192
,,,Sinker,64,12,1,3,0,1,1,0,0,.167,.250,.083,.182
,,,Change,49,12,4,0,0,2,0,0,1,.250,.500,.250,.286
,,,Slider,29,10,3,0,0,2,1,0,0,.300,.400,.100,.429
,,,Curve,20,6,2,0,0,1,0,0,0,.167,.167,.000,.250
,,,Cutter,15,5,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,5,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=474233&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hank Conger,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,295,69,15,6,0,11,5,0,4,.290,.536,.246,.320
,,,Sinker,199,36,4,10,0,5,2,0,1,.222,.361,.139,.226
,,,Change,169,28,9,6,0,5,0,0,0,.179,.179,.000,.263
,,,Slider,90,18,11,2,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,76,16,13,1,1,0,0,0,0,.000,.000,.000,.000
,,,Cutter,45,10,2,1,1,2,0,0,0,.200,.200,.000,.250
,,,Split,12,1,1,1,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=570663&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hansel Robles,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=593643&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hanser Alberto,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,122,26,5,0,0,5,1,1,0,.269,.385,.115,.333
,,,Sinker,59,17,5,1,0,3,0,0,0,.177,.177,.000,.250
,,,Change,70,24,4,0,0,6,1,0,0,.292,.333,.042,.350
,,,Slider,27,9,6,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,30,5,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,27,3,0,1,0,1,0,0,0,.333,.333,.000,.333
,,,Split,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=623912&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Harold Ramirez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=664056&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Harrison Bader,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,138,32,3,3,0,8,2,0,1,.344,.500,.156,.357
,,,Sinker,53,13,2,2,0,5,1,1,1,.615,1.077,.462,.700
,,,Change,59,18,4,0,0,3,1,0,0,.222,.278,.056,.286
,,,Slider,47,10,6,0,0,0,0,0,2,.200,.800,.600,.000
,,,Curve,40,9,4,0,1,1,0,0,0,.111,.111,.000,.200
,,,Cutter,10,2,0,0,1,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=643466&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Harrison Musgrave,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,7,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=425514&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Heath Bell,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641571&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Heath Fillmyer,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592390&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Heath Hembree,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=459932&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hector Ambriz,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=434670&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hanley Ramirez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2141,451,91,47,7,78,22,2,23,.277,.488,.211,.303
,,,Sinker,1073,247,29,31,0,51,27,2,5,.344,.530,.186,.376
,,,Change,908,227,36,21,0,39,18,1,19,.339,.678,.339,.337
,,,Slider,538,115,46,10,2,15,5,0,5,.217,.391,.174,.313
,,,Curve,537,117,37,11,1,19,6,0,1,.222,.299,.077,.317
,,,Cutter,493,113,25,7,1,11,7,0,4,.195,.363,.168,.214
,,,Split,96,22,4,1,0,4,5,0,2,.500,1.000,.500,.563
,,,Slow Curve,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=430591&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hector Gimenez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,60,14,0,1,0,5,1,0,0,.429,.500,.071,.429
,,,Sinker,15,5,1,0,0,1,0,0,0,.200,.200,.000,.250
,,,Change,17,4,0,0,0,1,1,0,0,.500,.750,.250,.500
,,,Slider,8,3,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,16,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=593576&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hector Neris,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=467143&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hector Gomez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,67,19,4,1,1,1,2,1,1,.263,.632,.368,.286
,,,Sinker,33,11,2,0,0,0,1,0,0,.091,.182,.091,.111
,,,Change,50,12,3,0,0,1,0,1,0,.167,.333,.167,.222
,,,Slider,17,6,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,35,8,3,0,0,1,0,0,0,.125,.125,.000,.200
,,,Cutter,12,3,1,0,0,1,0,0,0,.333,.333,.000,.500
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=493343&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hector Olivera,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,30,2,1,2,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,19,4,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,18,8,2,0,0,1,0,0,0,.125,.125,.000,.167
,,,Slider,10,3,2,0,0,1,0,0,0,.333,.333,.000,1.000
,,,Curve,5,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=456051&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hector Noesi,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,3,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=444468&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hector Rondon,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,3,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Slider,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=516949&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hector Sanchez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,307,68,10,1,1,13,5,0,3,.309,.515,.206,.327
,,,Sinker,181,48,6,2,0,8,2,0,0,.208,.250,.042,.238
,,,Change,158,51,15,1,0,7,3,0,0,.196,.255,.059,.278
,,,Slider,121,37,14,0,0,7,1,0,2,.270,.460,.189,.381
,,,Curve,77,20,5,1,0,5,2,0,0,.350,.450,.100,.467
,,,Cutter,67,21,3,0,0,3,1,0,0,.191,.238,.048,.222
,,,Split,27,6,1,0,0,1,0,0,0,.167,.167,.000,.200
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=502327&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hector Santiago,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,10,3,0,0,0,1,0,0,0,.333,.333,.000,.333
,,,Sinker,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=584171&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hector Velazquez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=506693&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Henderson Alvarez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,58,14,3,0,0,2,2,0,1,.357,.714,.357,.400
,,,Sinker,23,5,1,0,0,1,0,0,0,.200,.200,.000,.250
,,,Change,14,8,2,0,0,4,0,0,0,.500,.500,.000,.667
,,,Slider,3,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,10,5,5,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=469159&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Henry Rodriguez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=514719&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,6,0,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,7,3,0,0,0,1,1,0,0,.667,1.000,.333,.667
,,,Cutter,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=596064&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Henry Owens,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=454975&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hernan Iribarren,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,18,4,1,0,0,1,0,0,0,.250,.250,.000,.333
,,,Sinker,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,10,5,1,0,0,1,0,0,0,.200,.200,.000,.250
,,,Curve,7,3,0,0,0,1,0,0,0,.333,.333,.000,.333
,,,Cutter,7,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=625329&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Henry Urrutia,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,23,3,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,10,2,0,0,0,1,0,0,0,.500,.500,.000,.500
,,,Change,1,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Slider,23,6,0,0,0,1,0,0,0,.167,.167,.000,.167
,,,Curve,8,4,0,0,0,1,0,0,1,.500,1.250,.750,.333
,,,Cutter,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=572744&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hiram Burgos,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,6,0,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,8,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,1,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=541650&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hernan Perez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,621,152,31,6,0,28,8,3,3,.276,.428,.151,.331
,,,Sinker,282,93,8,0,0,16,8,2,4,.323,.581,.258,.321
,,,Change,298,77,19,3,0,12,3,0,2,.221,.338,.117,.268
,,,Slider,182,64,23,1,0,6,4,1,1,.188,.328,.141,.275
,,,Curve,170,41,15,0,0,7,0,0,0,.171,.171,.000,.269
,,,Cutter,70,22,2,2,0,5,2,0,2,.409,.773,.364,.389
,,,Split,8,3,2,0,0,0,1,0,0,.333,.667,.333,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=547874&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hisashi Iwakuma,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,13,2,1,1,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=493133&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hiroki Kuroda,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,162,22,9,2,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,65,12,4,0,0,2,0,0,0,.167,.167,.000,.250
,,,Change,21,7,1,0,0,1,0,0,0,.143,.143,.000,.167
,,,Slider,7,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,25,11,2,0,0,0,1,0,0,.091,.182,.091,.111
,,,Cutter,30,7,0,1,0,2,0,0,0,.286,.286,.000,.286
,,,Split,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=571948&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hoby Milner,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=456701&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Homer Bailey,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,161,24,13,3,0,1,1,0,0,.083,.125,.042,.182
,,,Sinker,116,21,8,2,0,4,1,0,0,.238,.286,.048,.385
,,,Change,26,8,2,1,0,1,1,0,0,.250,.375,.125,.333
,,,Slider,24,9,5,0,0,3,0,0,0,.333,.333,.000,.750
,,,Curve,33,12,7,1,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,13,5,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=640451&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hunter Harvey,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543017&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hunter Cervenka,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641531&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hunter Dozier,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,116,18,5,4,0,4,1,0,0,.278,.333,.056,.385
,,,Sinker,45,10,2,1,0,2,1,0,0,.300,.400,.100,.375
,,,Change,52,12,2,2,0,2,2,0,0,.333,.500,.167,.400
,,,Slider,27,6,5,3,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,26,5,0,2,0,1,0,0,0,.200,.200,.000,.200
,,,Cutter,27,4,2,1,0,0,0,0,0,.000,.000,.000,.000
,,,Split,1,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=279827&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Humberto Quintero,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,385,89,21,5,2,12,3,0,0,.169,.202,.034,.221
,,,Sinker,200,59,6,0,0,11,2,0,2,.254,.390,.136,.255
,,,Change,158,53,7,0,0,8,4,1,1,.264,.434,.170,.289
,,,Slider,77,24,10,0,0,2,2,0,0,.167,.250,.083,.286
,,,Curve,107,38,12,0,0,7,2,0,0,.237,.290,.053,.346
,,,Cutter,64,22,8,1,0,4,3,0,1,.364,.636,.273,.539
,,,Split,14,3,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Screwball,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=519326&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hunter Strickland,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=621056&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hunter Wood,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592669&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Hunter Renfroe,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,375,84,20,7,0,11,6,1,6,.286,.595,.310,.310
,,,Sinker,82,15,3,3,0,1,3,0,2,.400,1.000,.600,.400
,,,Change,148,34,8,4,0,4,2,0,3,.265,.588,.324,.261
,,,Slider,100,25,5,4,2,5,4,0,0,.360,.520,.160,.450
,,,Curve,95,20,5,3,0,3,2,0,3,.400,.950,.550,.417
,,,Cutter,47,15,4,2,1,0,2,0,0,.133,.267,.133,.182
,,,Split,6,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=434718&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Huston Street,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=435062&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Howie Kendrick,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2550,575,78,47,5,129,28,2,18,.308,.457,.150,.332
,,,Sinker,1133,239,23,30,0,50,19,2,2,.305,.427,.121,.332
,,,Change,1047,325,55,7,0,57,26,1,6,.277,.419,.142,.318
,,,Slider,512,152,53,2,2,24,8,0,2,.224,.316,.092,.330
,,,Curve,607,144,49,2,0,27,13,0,7,.326,.563,.236,.455
,,,Cutter,416,122,30,8,0,18,6,2,1,.221,.328,.107,.286
,,,Split,39,12,1,1,0,4,1,0,0,.417,.500,.083,.455
,,,Slow Curve,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
